Local authority code ,Local authority name,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E07000012,South Cambridgeshire,71781,76737,86375,96362,109250,128625,148980,171243,186000,198375,210687,230562,244312,217625,230250,237000,241175,249862,256593,293500
E07000066,Basildon,55224,59623,63250,68998,76250,87247,106748,131248,148125,157875,167356,176500,183248,174311,183000,183437,185500,189500,199593,222000
E07000067,Braintree,53250,55981,60112,66373,75873,87905,108862,135375,151625,167773,171625,183000,189748,171856,178750,182937,182562,188187,201555,218000
E07000068,Brentwood,80375,86862,92750,106306,123750,142498,163000,191662,217374,235625,243286,256250,256875,249998,269625,273875,268937,275625,295187,327250
E07000069,Castle Point,56375,61498,67125,71623,82123,95873,116685,147250,167497,176312,180248,192500,202937,181248,189812,192750,193250,195248,209556,234997
E07000070,Chelmsford,59565,64437,70687,78250,89675,105875,128562,157362,175062,188737,194312,213562,219000,203743,216737,220780,220250,226625,239750,260500
E07000071,Colchester,53625,55513,58873,62812,73000,84875,103750,128748,146249,159375,163062,173875,178375,169000,175000,179500,178748,181875,188625,202875
E07000072,Epping Forest,83998,87250,97000,110250,124750,143248,169248,203625,219750,230500,241987,260500,275000,253750,271875,283500,279687,295000,323743,359311
E07000073,Harlow,51375,53875,58087,65250,75468,87500,104625,127231,138875,151625,156125,166000,171687,160125,164250,168937,169687,172000,183437,213743
E07000074,Maldon,57998,62500,68406,74250,85750,102500,125499,151492,174250,188312,195806,205618,217624,197187,201248,209500,206300,214062,227993,246248
E07000075,Rochford,59561,65250,72748,77250,89237,109218,128750,160373,178000,193250,196750,212498,224624,198312,207750,211625,209500,215500,227000,253748
E07000076,Tendring,46000,47781,51500,56873,66123,76748,91000,120500,138000,149362,153750,163368,168500,149375,150750,153937,151931,151750,158875,169498
E07000077,Uttlesford,80281,86874,96406,103500,127312,147025,166237,190987,209737,231236,240487,253000,263747,248950,259564,271125,268875,283623,296937,320312
E07000095,Broxbourne,67625,71875,80747,87218,102118,120500,139623,169873,184675,193250,198625,212998,221500,207875,216943,223500,222375,229125,243748,270000
E07000096,Dacorum,72412,77862,89125,97875,116237,131743,144500,171862,190062,202937,210943,227987,241437,224187,241162,248368,242062,249125,263750,301375
E07000242,East Hertfordshire,73500,78905,87906,98250,117750,135250,156750,184675,203874,217647,228000,244186,249497,236125,246248,251250,250000,258187,279250,310000
E07000098,Hertsmere,81375,88475,96375,113743,130250,147000,171998,201000,218783,226937,238250,257237,269243,250000,276750,286312,291812,301625,330375,378743
E07000099,North Hertfordshire,63998,67000,75250,81750,94375,113375,127998,156248,177500,186500,196375,213237,222500,206250,216487,228731,226000,228748,239875,267498
E07000240,St Albans,92315,99450,117612,129247,151237,176374,197750,229487,246000,256937,276862,301806,320000,300000,334375,352487,348009,363500,387512,438062
E07000243,Stevenage,51237,54487,60312,66437,76112,86372,104056,129750,140750,153000,155937,167373,173375,161406,164000,166737,166375,168500,184237,213625
E07000102,Three Rivers,88300,94612,112125,122431,139831,155250,176625,206000,229500,240118,247750,271487,278952,254375,285000,296237,297500,318125,336625,383087
E07000103,Watford,60000,65143,75625,82506,100993,115375,134212,160118,172975,182737,190125,211250,225875,204937,216800,221375,222931,231250,245498,285749
E07000241,Welwyn Hatfield,71750,76862,86250,92300,110500,122122,140250,167750,182673,195625,207250,217277,222368,220062,225250,237500,234625,241687,261000,291875
E07000143,Breckland,45718,48406,51000,54225,61737,72056,86293,107499,127362,138437,144499,158750,162237,149875,154062,150562,154250,153000,162000,172993
E07000144,Broadland,51625,54222,58125,60986,70750,82737,104781,130181,143000,156624,164000,179475,184243,161375,168062,169500,170000,173312,184987,202437
E07000145,Great Yarmouth,39462,41500,43625,45987,50228,57250,68473,86418,106480,116181,119673,132750,133375,127500,129250,127402,126750,131625,135062,143500
E07000146,King's Lynn and West Norfolk,44750,49362,51375,55562,63025,70731,85700,108687,127972,142937,147250,156237,158736,149587,154375,151737,149737,152998,159250,167000
E07000147,North Norfolk,49998,52500,56118,60737,68875,80125,99625,126737,146175,160750,166375,176750,183603,173475,179612,177231,173875,178062,188243,197487
E07000148,Norwich,39362,41375,44406,47250,55736,64237,80875,102375,115574,124375,130762,148062,151725,136431,141125,139843,138987,144375,152625,162387
E07000149,South Norfolk,51800,56250,57812,60862,71833,85750,106625,132000,148125,163187,172350,184743,186500,169375,174625,176748,175250,179500,188437,202812
E07000200,Babergh,55743,59625,64986,68004,77375,87000,115750,138875,155317,169375,174000,190625,193125,174250,187000,195125,192875,192687,204312,220312
E07000201,Forest Heath,48243,51125,54249,59300,65625,76000,90917,113250,129749,138750,141680,154625,163000,140750,144437,146612,147431,149999,157737,173250
E07000202,Ipswich,41375,43656,46500,51218,59247,67750,80000,95779,113800,122600,127987,139937,142749,126750,130487,134000,134250,135125,145875,156437
E07000203,Mid Suffolk,53905,58375,61875,66931,78375,88125,108625,130750,149749,164625,165062,179750,184681,169375,176125,177373,176968,177000,189125,207500
E07000204,St Edmundsbury,54030,56656,61055,66618,75998,86093,106375,127530,148625,162250,167873,180181,186123,171750,177250,181987,178737,187000,202875,224687
E07000205,Suffolk Coastal,56250,58875,63125,69500,80250,94250,116750,137623,159248,174368,177250,192812,205625,187625,200000,204312,199873,203750,216687,232687
